"accuracy","f1","auc","seed"
0.382525697503671,0.339148200534339,0.744756877930672,7
0.37057700778153,0.334213387171921,0.725396544607583,14
0.375458681931601,0.336503976298144,0.733575855359071,21
0.374174614820249,0.336393340594368,0.731394355060433,28
0.372744609065571,0.336436995654873,0.714304146507374,35
0.370234604105572,0.333385069067205,0.733878061576301,42
0.379912023460411,0.342199408928294,0.737284432089429,49
0.377328053966857,0.340273461777502,0.732620909858576,56
0.37455985915493,0.337117089099673,0.733356868928284,63
0.379436784980933,0.341273548186206,0.74361032806463,70
0.373090481786134,0.336649051911719,0.732763433276435,77
0.373644092641454,0.338851926349992,0.729490098673543,84
0.373309817754262,0.334996880848409,0.73304672192233,91
0.371697005284792,0.334577114427861,0.717640285679094,98
0.372413793103448,0.335146898803047,0.729132141007486,105
0.381546134663342,0.341661461586508,0.738682529058864,112
0.386306993109515,0.340994962216625,0.729864915949587,119
0.378536871426477,0.340028024287716,0.7311510556887,126
0.380826737027265,0.341029641185647,0.738647896897822,133
0.380225905823676,0.340565007023568,0.736215542275093,140
0.377325325911821,0.339599192170266,0.733916290546606,147
0.375953079178886,0.338514143612061,0.732336312088538,154
0.372943595769683,0.337008852306259,0.738033438935615,161
0.380134976525822,0.340565007023568,0.74174435263602,168
0.377914650241971,0.340074673304294,0.733010508544621,175
0.38018466950022,0.340763834762276,0.735222807343805,182
0.377679882525698,0.337605501719287,0.741387268690063,189
0.370892018779343,0.335811648079306,0.731007314844658,196
0.383128295254833,0.342491414299095,0.738829843690603,203
0.384840932414602,0.343759774788865,0.733112070448713,210
0.37375366568915,0.337110041905944,0.727091392805664,217
0.374027879677183,0.33489242282507,0.730468156520855,224
0.38234862923325,0.340997966525888,0.736081611412536,231
0.373953898106005,0.336652146857499,0.726919113363012,238
0.374816554153214,0.337480559875583,0.738518174170781,245
0.378925741121221,0.339781591263651,0.731767739584128,252
0.377771252385846,0.33719111667188,0.738958206732666,259
0.384728340675477,0.34181589695256,0.742711169339568,266
0.372505868544601,0.337618088895772,0.73099316915101,273
0.385833699956005,0.340887629839471,0.736387637341881,280
0.376781778104335,0.337032984211349,0.744752509729347,287
0.379862028474974,0.341387373343726,0.744135247076621,294
0.38543803105772,0.344633650992033,0.749456527394412,301
0.375531758838199,0.338255868179698,0.735766156461034,308
0.377325325911821,0.339188558992694,0.735529761978308,315
0.376650044001173,0.338006230529595,0.72915941932158,322
0.373755125951963,0.337259764414135,0.735130358198057,329
0.381099353321576,0.341928426316612,0.740902434035087,336
0.379254694835681,0.339215992503514,0.734690518841227,343
0.375110067508072,0.336346633416459,0.731141361907491,350
0.379583455558815,0.339268978444236,0.743008573821185,357
0.37965005146302,0.337780568199655,0.742144099121616,364
0.371826852531181,0.335970218706375,0.719176572352943,371
0.383712399119589,0.341692789968652,0.740350956782577,378
0.379497723601116,0.341181974115079,0.735116761348508,385
0.383365060770245,0.341104678454076,0.721175379757422,392
0.376613849765258,0.339499455930359,0.73424454923074,399
0.386227106227106,0.341869599371563,0.738746951843504,406
0.378354597448306,0.340028024287716,0.734544629227366,413
0.377001028051109,0.337601499063086,0.740279681242223,420
0.373182552504039,0.336236391912908,0.733249699917428,427
0.374247540742916,0.337375621890547,0.728516840523946,434
0.384491351509821,0.344623068518808,0.736473074926188,441
0.374267291910903,0.339418316831683,0.732522939611881,448
0.37598944591029,0.337431906614786,0.7258341218551,455
0.384174985320023,0.34257953298856,0.74626802569726,462
0.369836836689696,0.332346986450709,0.725505810689207,469
0.373092723004695,0.33782736711607,0.729184801927587,476
0.376028202115159,0.337698783910196,0.736449634450696,483
0.38007921373038,0.341334164588529,0.736339552699263,490
0.376928728875827,0.33832709113608,0.732337610806455,497
0.376873347046723,0.337032984211349,0.739046372080371,504
0.377728937728938,0.341448286556055,0.730687109867665,511
0.376355112803985,0.340511231603408,0.729569841149913,518
0.376962582538518,0.335524256651017,0.729404032952208,525
0.376337780384108,0.340260545905707,0.736126441530621,532
0.373681125439625,0.336335403726708,0.722189483059787,539
0.379497723601116,0.33912091349914,0.744458648590913,546
0.374981647335193,0.334947664427433,0.728692668419752,553
0.373789257411212,0.338552162455433,0.730411222810813,560
0.375953079178886,0.337690631808279,0.722463870599151,567
0.377111796679888,0.338120512019981,0.737401438048722,574
0.373000733675715,0.33782736711607,0.73724353327997,581
0.375641966250917,0.338566765117364,0.735560421666956,588
0.374835213124359,0.337883959044369,0.729282607929154,595
0.38547322083639,0.340887629839471,0.73839032052498,602
0.376503373423291,0.338983050847458,0.735536678082738,609
0.379199061170603,0.338956576069978,0.735725275573655,616
0.374963267704966,0.338207840696951,0.74088193007911,623
0.382663537694339,0.339971773561236,0.732079210476567,630
0.371881420604638,0.335610058987892,0.733095763867653,637
0.380715123094959,0.343176872862916,0.733009671338254,644
0.373020527859238,0.334992223950233,0.721208461174546,651
0.374871569059152,0.33338550633902,0.731198265187237,658
0.379709719982407,0.343522110162917,0.742371610176679,665
0.38004402054292,0.343638340842007,0.746190848659098,672
0.381623367092323,0.3407917383821,0.735278796122901,679
0.373660255469094,0.33716594157862,0.731559686620001,686
0.374046920821114,0.336802858474445,0.730667687728957,693
0.374871719689195,0.337064676616915,0.728484723834356,700
